192.52.178.30 'k.gtld-servers.net'
84.255.209.77 'dns1.t-2.net'
84.255.210.77 'dns2.t-2.net'
82.150.224.17 'mucdns02.amadeus-dns.com'
200.170.251.90 '200-170-251-90.static.telium.net.br'
118.238.201.34 'ns1.nuro.jp'
118.238.201.50 'ns2.nuro.jp'
94.139.66.254 'ns2.telefiber.no'
216.172.172.191 'br474-ip02.hostgator.com.br'
103.201.141.116 'axntech-dynamic-116.141.201.103.axntechnologies.in'
94.139.66.250 'ns1.telefiber.no'
177.73.230.17 'ns1.conectivainfor.com.br'
162.241.61.82 'nspro41.hostgator.com.br'
162.241.61.81 'nspro40.hostgator.com.br'
192.185.177.39 'br200-ip02.hostgator.com.br'
186.237.195.192 'wasn02.webaula.com.br'
209.197.222.173 'dfw01-wxpd-lb31-adns.webex.com'
173.249.44.86 'whm3.sevenkeys.com.br'
64.68.121.162 'sjc02-wxpd-lb31-adns.webex.com'
45.5.48.125 NotFound
103.14.114.251 NotFound
45.5.48.126 NotFound
64.131.79.31 'official.militaryspot.com'
162.159.27.173 NotFound
43.228.125.249 '43.228.125.249.layerdns.com'
52.52.182.83 'ec2-52-52-182-83.us-west-1.compute.amazonaws.com'
146.126.2.1 'southern2.southernco.com'
146.126.86.1 'southern1.southernco.com'
198.27.104.41 'ip41.ip-198-27-104.net'
179.252.114.130 NotFound
179.255.9.2 'ns1.riobranco.ac.gov.br'
216.172.172.195 'br476.hostgator.com.br'
108.162.192.247 'connie.ns.cloudflare.com'
150.254.190.54 'umbriel.cbk.poznan.pl'
107.161.191.196 'ns2.neexbrasil.com'
199.193.234.14 '199.193.234-14.lsnetworks.net'
93.90.145.25 'ns05.crystone.se'
83.168.226.119 'ns1.crystone.net'
194.29.39.5 'gns1.checkpoint.com'
83.168.203.18 'ns2.crystone.net'
193.182.111.4 'ns1.flashdance.cx'
83.168.200.200 'ns2.flashdance.cx'
184.73.232.169 'ec2-184-73-232-169.compute-1.amazonaws.com'
46.238.83.5 'e83-5.icpnet.pl'
46.238.83.6 'e83-6.icpnet.pl'
194.64.31.3 'dns02.pironet-ndh.com'
195.94.90.10 'dns03.pironet-ndh.com'
144.217.221.212 'ip212.ip-144-217-221.net'
45.165.244.10 NotFound
144.217.221.213 'ip213.ip-144-217-221.net'
162.214.153.140 '162-214-153-140.unifiedlayer.com'
199.193.234.13 '199.193.234-13.lsnetworks.net'
180.76.76.95 NotFound
130.185.144.34 NotFound
108.179.252.30 'br510.hostgator.com.br'
34.95.237.76 '76.237.95.34.bc.googleusercontent.com'
138.97.255.232 'ns2.bandalargaconnect.com.br'
51.91.253.60 'mta0.promo7pub.com'
130.236.160.2 'ns-slave-1.ifm.liu.se'
172.64.35.19 'ignat.ns.cloudflare.com'
108.162.195.19 'ignat.ns.cloudflare.com'
162.214.121.100 '162-214-121-100.unifiedlayer.com'
108.179.253.71 '108-179-253-71.unifiedlayer.com'
60.43.59.162 'dns-sd1.plala.or.jp'
130.185.144.56 NotFound
51.210.72.200 'ip200.ip-51-210-72.eu'
192.93.163.4 'ns2.us.thalesgroup.com'
108.162.195.174 'melnicoff.ns.cloudflare.com'
51.210.72.193 'ip193.ip-51-210-72.eu'
194.58.198.133 'nnp.netnod.se'
200.137.160.135 'server2.pop-pi.rnp.br'
64.227.75.252 'ns2.guzelhosting.com'
216.172.172.80 'br466.hostgator.com.br'
47.89.71.33 NotFound
177.21.96.26 'ns2.cyberinfo.net.br'
195.175.36.36 'rdns1.turktelekom.com.tr'
47.89.132.34 NotFound
172.64.35.233 'jihoon.ns.cloudflare.com'
217.160.81.2 'ns-us.1and1-dns.us'
186.209.224.11 'ns1.internetbrasil.net'
128.143.107.101 'eip-04-udc.net.virginia.edu'
203.167.103.28 'adns2.eastern-tele.com'
40.115.45.71 NotFound
203.167.103.8 'adns1.eastern-tele.com'
172.64.34.65 'brynne.ns.cloudflare.com'
180.150.177.102 NotFound
192.46.18.11 'ns4.agilent.com'
194.94.152.2 'dns2.uni-regensburg.de'
194.94.152.1 'dns1.uni-regensburg.de'
213.167.230.37 'ns-36-b.gandi.net'
134.100.29.165 'ns.rrz.uni-hamburg.de'
185.192.223.50 'ns4.gestiondecuenta.com'
200.233.180.198 '200-233-180-198.xd-dynamic.ctbcnetsuper.com.br'
193.174.6.2 'artemis.wzb.eu'
194.124.140.21 'ns2.be.ch'
139.18.25.3 'news.uni-leipzig.de'
194.124.140.19 'ns1.be.ch'
141.35.104.106 'dns-extern-01.uni-jena.de'
141.24.186.53 NotFound
85.214.170.45 'dns-extern-04.uni-jena.de'
201.150.15.133 'ns2.infomac.com.br'
162.159.38.65 'brynne.ns.cloudflare.com'
108.162.194.65 'brynne.ns.cloudflare.com'
128.103.200.162 'ext-dns-2.harvard.edu'
187.60.148.3 'jaspe.micropic.com.br'
128.103.200.51 'ns2.harvard.edu'
198.49.126.1 'ns1.tummy.com'
62.210.92.35 'ns3.nginx.com'
118.184.184.8 'h118-184-184-8.pubyun.com'
138.246.255.249 'ns03.fccn.pt'
80.74.64.2 'ns2.pulsation.fr'
212.128.108.20 'dns1.mpr.es'
80.74.64.1 'ns1.pulsation.fr'
195.166.180.170 'nsmt.rt.ru'
130.206.1.104 'fnicdos.rediris.es'
77.37.254.1 'ns1.ncnet.ru'
186.202.190.16 'pleskw0040.hospedagemdesites.ws'
212.128.108.28 'dns2.mpr.es'
98.142.110.100 '98-142-110-100.static.hostdime.com'
98.142.110.99 '98-142-110-99.static.hostdime.com'
202.32.219.26 's202.d-53.info'
210.138.20.90 's202.d-53.net'
34.195.78.37 'ec2-34-195-78-37.compute-1.amazonaws.com'
202.160.140.32 NotFound
107.162.158.150 'ns1.f5cloudservices.com'
107.162.158.151 'ns2.f5cloudservices.com'
189.10.44.209 'ns2.tjto.jus.br'
193.33.228.72 NotFound
189.10.44.208 'ns.tjto.jus.br'
162.159.44.3 'peter.ns.cloudflare.com'
108.162.192.64 'amber.ns.cloudflare.com'
183.253.57.200 NotFound
162.159.38.98 'celine.ns.cloudflare.com'
212.166.64.70 'dns2.ibercom.com'
212.231.6.44 'ns3.masmovil.com'
217.116.0.149 'ns4.acens.net'
108.167.147.39 'wns31.hostgator.com.br'
217.116.15.172 'ns7.acens.net'
162.159.44.220 'joaquin.ns.cloudflare.com'
195.56.77.76 'ans1.t-online.hu'
193.225.4.82 'ans2.telekom.hu'
195.228.240.85 'ans0.t-online.hu'
199.191.50.188 NotFound
51.89.153.153 'famb01.famatech.com'
54.252.148.151 'ns3.worldsecuresystems.com'
191.252.63.74 'cpanel0200.hospedagemdesites.ws'
191.252.63.75 'ns2.cpanel0200.hospedagemdesites.ws'
162.241.54.178 'vps.4pix.com.br'
66.212.228.227 NotFound
212.31.88.120 'dns.tsadns.eu'
78.24.212.38 NotFound
212.31.86.120 'dns.t-systems.at'
164.33.82.4 'ns2.tsidns.t-systems.com'
173.239.79.197 NotFound
161.24.70.10 'clark.ifi.cta.br'
161.24.70.20 'prost.ifi.cta.br'
192.36.143.3 'Strul.Stupi.SE'
192.108.197.2 'losaltos.stupi.com'
142.4.193.196 NotFound
137.108.198.108 'nse-0.open.ac.uk'
162.241.43.79 'ns2.playmotors.com.br'
138.25.16.1 'ns.uts.edu.au'
50.116.86.122 'ns203.prodns.com.br'
50.116.86.121 'ns202.prodns.com.br'
158.69.144.156 'jupiter2.msrvs.net'
34.202.133.125 'ec2-34-202-133-125.compute-1.amazonaws.com'
51.161.87.208 'jupiter.msrvs.net'
192.185.177.206 'br52-ip02.hostgator.com.br'
35.171.116.237 'ec2-35-171-116-237.compute-1.amazonaws.com'
172.64.33.190 'karl.ns.cloudflare.com'
24.226.1.42 'dhcp2.busy1.cgocable.net'
24.226.10.194 'ns6.cgocable.net'
207.106.22.124 'ww124.ns.rapidns.com'
198.105.196.54 'ns02.gns.go.com'
134.2.200.4 'dns4.uni-tuebingen.de'
173.224.209.14 'mail.iconj.com'
201.25.28.3 NotFound
159.140.194.32 'ns2.cernerns.com'
217.30.182.225 'ns2.nebula.fi'
129.42.10.200 'ns2.events.ihost.com'
173.44.121.19 'ns2017-1.atlanticbb.net'
177.92.248.10 '177-92-248-10.migonet.com.br'
207.236.176.30 'toroondcnszs01.srvr.bell.ca'
209.212.97.6 NotFound
209.212.96.6 NotFound
54.225.121.213 'b.dns.park.io'
200.175.224.131 'ns.searchtecnologia.com.br'
191.252.133.5 'iuri0093.hospedagemdesites.ws'
151.11.52.66 'nsrm.dnsitalia.net'
104.196.6.197 '197.6.196.104.bc.googleusercontent.com'
151.11.50.4 NotFound
177.70.104.133 NotFound
173.245.59.157 'dom.ns.cloudflare.com'
189.9.1.168 'ns2.museus.gov.br'
191.252.63.32 NotFound
82.202.190.84 NotFound
52.45.89.30 'ec2-52-45-89-30.compute-1.amazonaws.com'
189.113.174.29 'ns2.constru.site'
199.49.15.218 'sgsinrazdns01.ey.com'
152.93.253.5 'ns.rogfk.no'
145.62.82.85 'derusrazdns01.ey.com'
199.52.13.233 'ussecrazdns01.ey.com'
145.62.66.103 'defrnrazdns01.ey.com'
200.225.212.50 '200-225-212-050.xf-static.ctbcnetsuper.com.br'
109.234.160.5 'ns1.o2switch.net'
109.234.161.5 'ns2.o2switch.net'
143.107.152.210 'pcsbf100.sbfisica.org.br'
143.107.152.211 'pcsbf1.sbfisica.org.br'
172.64.34.56 'monika.ns.cloudflare.com'
143.107.225.3 NotFound
143.107.228.5 'deneb.ifsc.usp.br'
91.203.145.110 NotFound
85.236.43.108 '108-43-236-85.rev.customer-net.de'
144.183.130.117 'ns4.dcma.mil'
199.83.44.58 'dns3.on24.com'
199.83.44.59 'dns4.on24.com'
185.220.193.99 'ns2.runnet.ru'
212.74.78.59 'ns1.coltfrance.com'
192.185.223.134 'br306-ip02.hostgator.com.br'
177.67.122.100 'whm3-tmk.tray.net.br'
209.14.0.51 'ns1.layerserver.com'
191.33.183.238 'sebrae.static.gvt.net.br'
210.131.113.124 'ns3.hyper.web.ad.jp'
202.62.64.2 NotFound
202.62.77.2 'ns2.cityonlines.com'
114.67.16.205 NotFound
202.62.64.3 'colns2.cityonlines.com'
61.166.150.101 'ptr1.yndns.top'
133.17.5.8 'nsp.kyusan-u.ac.jp'
212.143.194.5 NotFound
195.238.3.17 'ns1.skynet.be'
202.62.77.3 'ns3.cityonlines.com'
195.238.25.138 'ns3.skynet.be'
45.164.243.233 'ns3.dflash.com.br'
148.163.128.50 'ns-ut7.proofpoint.com'
217.160.81.244 'ns1.livedns.co.uk'
177.38.229.9 'ns1.construsite.com.br'
195.54.122.213 'nexusdns2.bredband.com'
204.68.194.200 'dot-dca-edns-ez01.idn.dot.gov'
204.68.194.100 'dot-dca-edns-wz01.idn.dot.gov'
162.241.134.10 'vps-4414463.bahiaeconomica.com.br'
156.63.130.68 'ns2.state.oh.us'
156.63.130.100 'ns1.state.oh.us'
208.108.121.254 'ns1.esu.k12.oh.us'
199.18.199.2 'ns4.oar.net'
108.179.252.86 'srv156-ip02.prodns.com.br'
188.138.68.205 'static-ip-188-138-68-205.inaddr.ip-pool.com'
192.88.195.10 'ns2.oar.net'
108.179.252.85 'srv156.prodns.com.br'
85.93.89.185 'malta2700.startdedicated.net'
208.108.11.75 'ns4.esu.k12.oh.us'
156.63.130.120 'ns4.ohio.gov'
157.134.199.2 'ns6.oar.net'
189.16.23.89 'mail.formax.com.br'
198.164.4.2 'dns-nb01.aliant.net'
198.164.30.2 'dns-nb00.aliant.net'
193.136.188.4 'dns3.iscte.pt'
18.216.244.66 'ns3.northwestern.edu'
217.160.82.86 'ns1086.ui-dns.com'
96.47.227.216 'cp4.sh15.net'
81.169.191.17 'dns-hh1.cronon.de'
192.166.196.4 'dns-b2.cronon.de'
54.248.111.228 'ec2-54-248-111-228.ap-northeast-1.compute.amazonaws.com'
101.91.96.145 NotFound
54.248.111.229 'ec2-54-248-111-229.ap-northeast-1.compute.amazonaws.com'
54.248.108.76 'ns-jp001.kpis.net'
54.248.108.78 'ns-jp002.kpis.net'
217.70.187.22 'ns-21-c.gandi.net'
198.20.109.211 'am5.fcomet.com'
203.205.222.111 NotFound
217.160.82.49 'ns1049.ui-dns.com'
192.185.16.155 'ns8122.hostgator.com'
177.15.128.12 'ns2.defesa.gov.br'
192.185.16.16 'ns8121.hostgator.com'
91.207.136.36 'ns.ooonet.ru'
213.59.128.38 'ns2.ufa.zelenaya.net'
165.227.179.247 'ns1.usa.cloudns.io'
91.207.136.55 'ns1.ooonet.ru'
213.59.128.35 'ns.ufa.zelenaya.net'
172.64.35.181 'keaton.ns.cloudflare.com'
45.182.177.119 'ns2.evolucaotelecom.com.br'
45.182.177.118 'ns1.evolucaotelecom.com.br'
217.10.35.5 'ns02.comcor-tv.ru'
217.10.32.5 'ns01.comcor-tv.ru'
35.214.184.70 '70.184.214.35.bc.googleusercontent.com'
177.70.122.31 NotFound
140.198.242.62 'names4.dist.maricopa.edu'
140.198.8.14 'names2.dist.maricopa.edu'
45.231.133.6 'datavirtua.com.br'
45.231.133.71 'datavirtua.com.br.133.231.45.in-addr.arpa'
158.232.12.6 'whqdns2.who.int'
111.13.164.38 NotFound
162.241.33.31 '162-241-33-31.unifiedlayer.com'
162.241.49.132 'vps.trifacehost.com.br'
117.91.188.196 NotFound
38.102.101.181 'ns1.ismog.net'
69.168.231.170 '69-168-231-170.static.onappcdn.com'
38.102.101.182 'ns2.ismog.net'
38.102.101.184 'ns4.ismog.net'
38.102.101.183 'ns3.ismog.net'
173.245.59.198 'logan.ns.cloudflare.com'
198.161.206.116 NotFound
142.44.243.62 'ns2.zooming.com.br'
79.143.26.10 NotFound
138.121.120.3 'ns1.smartinternet.com.br'
192.243.48.188 NotFound
108.179.193.11 'ns692.hostgator.com.br'
108.179.193.12 'ns693.hostgator.com.br'
193.19.225.12 '12.sucuridns.com'
51.83.109.220 'dns3.flumotion.net'
198.6.100.21 'auth10-wcom.uu.net'
195.55.74.2 'dns2.flumotion.net'
65.220.97.203 'ns1.dmonesource.com'
65.211.80.233 'mail.pentonmedia-direct.com'
162.241.61.41 'nspro16.hostgator.mx'
107.6.184.179 'europe-60.banahosting.com'
65.220.97.204 'ns2.dmonesource.com'
107.6.184.178 'europe-60.banahosting.com'
179.125.16.12 'ns2.newtelecom.net.br'
212.83.134.142 'mx1.dicaporemail.poa.br'
50.116.112.171 'srv174-ip02.prodns.com.br'
162.241.203.163 'ns1022.hostgator.com.br'
188.94.8.68 'dns3.fhios.net'
188.94.8.66 'dns1.fhios.es'
192.35.246.7 'ns3.inesctec.pt'
172.64.35.91 'cullen.ns.cloudflare.com'
192.35.246.20 'trubo.inescn.pt'
69.168.231.122 '69-168-231-122.static.onappcdn.com'
198.105.196.53 'ns01.gns.go.com'
162.159.42.57 'ns114.name.cloud.ibm.com'
24.116.0.206 'ns1.cableone.net'
46.38.190.56 'ns2-usa.global.sonera.net'
24.119.5.34 'ns2.cableone.net'
129.184.89.20 'bulldns.bull.fr'
64.88.0.34 'hera.misd.net'
198.111.56.9 'ns3.macomb.edu'
216.157.88.22 'management.databasese.com'
198.111.56.16 'ns5.macomb.edu'
52.26.88.244 'ec2-52-26-88-244.us-west-2.compute.amazonaws.com'
50.116.87.47 'ns827.hostgator.com.br'
191.243.196.49 NotFound
95.211.189.152 NotFound
200.150.196.209 NotFound
217.23.176.1 'ns.tattelecom.ru'
172.64.32.246 'asa.ns.cloudflare.com'
62.42.230.136 'dns02.ono.com'
66.216.34.10 'ns2.bboi.net'
66.216.18.222 NotFound
140.241.251.142 'ns1.cityofboston.gov'
138.206.200.75 'pluto.ubs.com'
198.6.1.182 'auth61.ns.uu.net'
51.38.142.20 'zjy4ogvmm2y0.oportunidade.servindo.al'
162.159.38.32 'ariella.ns.cloudflare.com'
172.64.34.32 'ariella.ns.cloudflare.com'
51.38.133.45 'mtu0yzflyjq4.oportunidade.servindo.al'
135.125.158.251 'yznimddjy2fi.httprjbvjbjm.bhz.br'
51.195.46.189 'mte1mgy3odm1.httprjbvjbjm.bhz.br'
111.206.251.167 NotFound
104.238.137.61 '104.238.137.61.vultr.com'
54.36.213.64 'zdjmmdgyotkz.disp02.cloudweb.gr'
54.36.213.65 'zjgyoge1mgjk.disp02.cloudweb.gr'
162.159.44.136 'archer.ns.cloudflare.com'
108.162.194.32 'ariella.ns.cloudflare.com'
162.241.61.191 'nspro52.hostgator.com.br'
108.162.195.239 'vicente.ns.cloudflare.com'
69.4.28.28 'ns1.infocrossing.com'
172.64.35.136 'archer.ns.cloudflare.com'
108.162.194.59 'rosalyn.ns.cloudflare.com'
172.64.35.239 'vicente.ns.cloudflare.com'
162.159.44.239 'vicente.ns.cloudflare.com'
144.217.80.241 'ns2.cadns.ca'
162.159.44.215 'brady.ns.cloudflare.com'
132.255.240.55 'dns2.lignetelecom.com.br'
132.255.240.53 'dns1.lignetelecom.com.br'
216.157.233.20 'ns2.infocrossing.com'
162.159.44.101 'leonidas.ns.cloudflare.com'
212.83.134.147 '212-83-134-147.rev.poneytelecom.eu'
177.137.96.5 '177-137-96-5-dc.pignet.net.br'
186.202.161.191 'pleskl0046.hospedagemdesites.ws'
186.202.161.192 'ns2.pleskl0046.hospedagemdesites.ws'
50.7.0.95 'ns3.fdcservers.net'
50.7.0.105 'ns4.fdcservers.net'
108.162.195.37 'mack.ns.cloudflare.com'
45.235.52.6 'dns1.rvt.floripa.br'
162.241.203.143 'ns1014.hostgator.com.br'
191.252.88.76 'onyx0028.hospedagemdesites.ws'
158.69.157.219 'viatelecom.net.br'
201.48.241.5 '201-048-241-005.static.ctbc.com.br'
199.46.200.65 'lax-service1.raytheon.com'
108.162.193.238 'thomas.ns.cloudflare.com'
199.46.199.65 'test2.raytheon.com'
187.28.51.177 NotFound
200.251.94.72 NotFound
172.64.33.238 'thomas.ns.cloudflare.com'
108.162.195.15 'ezra.ns.cloudflare.com'
220.181.136.53 NotFound
192.185.131.86 'ns858.hostgator.com.br'
192.185.131.87 'ns859.hostgator.com.br'
123.126.57.34 NotFound
50.116.112.111 'br622-ip02.hostgator.com.br'
202.224.39.8 'crusader.asahi-net.or.jp'
123.126.57.31 NotFound
202.224.39.149 'dns1.asahi-net.or.jp'
172.64.33.234 'sri.ns.cloudflare.com'
193.191.213.2 'dns2s.belgium.be'
45.185.132.5 '45-185-132-5.jetfiber.com.br'
130.208.143.33 'info.rhi.hi.is'
193.4.58.195 'ns-slave02.isnic.is'
130.208.16.21 'dvalinn.rhnet.is'
131.161.224.12 'ns1.neonetce.com.br'
130.208.87.151 'time.vedur.is'
212.2.96.51 'plusmx1.polkomtel.com.pl'
212.2.96.52 'plusmx2.polkomtel.com.pl'
148.72.176.58 'vds3009x1.startdedicated.com'
162.241.203.219 'ns1029.hostgator.com.br'
186.249.208.26 '186-249-208-26.iblnet.net.br'
174.142.147.124 NotFound
35.214.175.13 '13.175.214.35.bc.googleusercontent.com'
217.70.187.25 'ns-24-c.gandi.net'
45.79.78.180 'ns02.pluhop.com'
217.70.187.88 'ns-87-c.gandi.net'
83.170.94.212 'ns2.vi.net'
143.208.200.18 'ns1.eternal.com.br'
129.108.202.35 'dns3.utep.edu'
129.108.202.20 'dns4.utep.edu'
72.44.89.36 'srv1.odomo.com.br'
72.44.89.22 'srv1a.odomo.com.br'
45.234.176.131 'ns2.mafredine.com.br'
108.162.194.43 'joselyn.ns.cloudflare.com'
208.76.59.145 'ns2145.dns.dyn.com'
208.76.58.196 'ns1196.dns.dyn.com'
208.76.61.168 'ns4168.dns.dyn.com'
208.76.60.152 'ns3152.dns.dyn.com'
177.20.235.251 '177-20-235-251.veloturbo.net.br'
193.225.13.116 'ns2.sztaki.hbone.hu'
162.159.26.139 NotFound
162.159.44.208 'odin.ns.cloudflare.com'
135.125.208.79 'ns1.motion-twin.com'
172.64.35.208 'odin.ns.cloudflare.com'
52.37.87.110 'ec2-52-37-87-110.us-west-2.compute.amazonaws.com'
108.162.195.180 'rene.ns.cloudflare.com'
62.138.201.123 'ns2.plusserver.com'
108.179.193.186 'ns738.hostgator.com.br'
95.128.27.66 'mimer.deic.dk'
130.225.220.16 'emma.ruc.dk'
52.161.19.56 NotFound
193.33.2.117 'ns12.mde.es.mde.es'
193.33.2.100 'ns02.mde.es'
158.69.51.16 'link.wisegears.com'
84.2.44.21 'pns0.telekom.hu'
173.245.58.67 'ara.ns.cloudflare.com'
187.45.123.140 'mail.drogasul.med.br'
84.2.46.21 'pns1.telekom.hu'
46.28.104.67 'ns.wedos.cz'
195.186.196.190 'adnso2.bluewin.ch'
209.53.113.4 NotFound
180.163.194.137 NotFound
157.112.86.162 'ns6.dmm.co.jp'
190.123.195.12 '12customer-195-123-190.cafibra.com.br'
190.123.195.11 '11customer-195-123-190.cafibra.com.br'
209.53.113.6 NotFound
187.73.224.8 'BB49E008.vix.intervip.com.br'
187.73.224.9 'ns2.intervip.com.br'
79.124.30.138 'ns138.icndns.net'
162.159.38.189 'priscilla.ns.cloudflare.com'
195.39.239.11 'ns1.tipsport.cz'
107.161.31.39 'cl01n01.ns.gblix.network'
173.245.58.165 'ingrid.ns.cloudflare.com'
72.14.186.23 'cl02n06.ns.gblix.network'
173.245.59.66 'apollo.ns.cloudflare.com'
45.79.200.171 'cl02n05.ns.gblix.network'
147.135.10.84 'srv03.cmisites.com.br'
187.29.146.1 'ns3.to.gov.br'
177.69.8.150 'ns.alta.net.br'
200.220.152.97 NotFound
104.199.2.216 '216.2.199.104.bc.googleusercontent.com'
213.181.54.200 'ns3.belbone.be'
213.248.1.6 'ns2.di-net.ru'
138.247.117.11 NotFound
106.11.211.83 NotFound
47.91.170.222 NotFound
186.202.179.251 's2.gpr.com.br'
163.171.237.71 NotFound
140.205.41.43 NotFound
162.241.181.26 'vps-3917908.oconsorciodigital.com.br'
162.241.103.20 '162-241-103-20.unifiedlayer.com'
185.181.126.54 'server2.toymart.com'
185.61.147.3 'ns2.as60032.net'
185.181.126.53 'server2.toymart.com'
185.61.146.3 'ns1.ccs.coriolis.fr'
35.214.251.29 '29.251.214.35.bc.googleusercontent.com'
78.108.80.90 'ns3.majordomo.ru'
35.214.151.218 '218.151.214.35.bc.googleusercontent.com'
78.108.88.164 'mx.okinform.ru'
203.198.7.66 'ns4.netvigator.com'
205.251.194.128 'ns-640.awsdns-16.net'
162.214.53.160 'vps-4261480.institutoime.com'
162.214.55.21 '162-214-55-21.unifiedlayer.com'
195.39.239.12 'ns6.tipsport.cz'
91.230.243.12 'ns1.ecomltd.co.uk'
38.101.104.252 NotFound
162.241.61.7 'wns185.hostgator.com.br'
115.68.54.15 NotFound
115.68.54.30 NotFound
167.23.28.11 'ns3.datatelecomm.net'
167.23.28.12 'gtm.datatelecomm.net'
173.245.58.208 'naomi.ns.cloudflare.com'
167.23.248.13 'ns1.datatelecomm.net'
167.23.248.110 'gtm1.datatelecomm.net'
217.160.81.32 'ns1032.ui-dns.biz'
107.161.188.243 'ns127.hmnoc.net'
192.185.208.177 'br126-ip03.hostgator.com.br'
208.43.245.203 'cb.f5.2bd0.ip4.static.sl-reverse.com'
140.205.81.31 NotFound
108.162.195.208 'odin.ns.cloudflare.com'
211.99.99.42 NotFound
192.190.229.100 'ns2.usna.navy.mil'
206.214.173.11 'ns2.isocentric.com'
178.79.184.79 'ns.snus66.com'
203.107.0.204 NotFound
216.172.161.118 'vps.unipublicabrasil.com.br'
216.172.161.119 '216-172-161-119.unifiedlayer.com'
170.244.96.3 'dns-aut-01.soumaisweblink.com.br'
170.244.96.5 'dns-aut-02.soumaisweblink.com.br'
88.85.81.2 'ns2.fozzy.com'
78.140.185.151 'ns3.fozzy.com'
45.180.148.2 'dns1.movtelecom.net.br'
170.82.220.4 'mail.niufibra.net.br'
149.56.121.16 'ns1.switch.ca'
107.161.183.81 'ns124.hmservers.net'
186.224.101.121 '186-224-101-121.megasistema.com.br'
186.224.101.122 '186-224-101-122.megasistema.com.br'
45.77.156.77 '45.77.156.77.vultr.com'
172.64.35.249 'quinton.ns.cloudflare.com'
67.227.164.189 's4.sh2.com.br'
67.227.165.78 's3.sh2.com.br'
177.129.215.55 NotFound
62.140.73.1 'ns1.nile-online.net'
62.140.73.2 'ns2.nile-online.net'
72.52.217.124 'host2.chronoengine.com'
162.241.61.92 'nspro45.hostgator.com.br'
209.126.1.255 'srv01.cesarweb.com.br'
211.125.138.153 'ns1.sony.co.jp'
3.214.43.119 'ec2-3-214-43-119.compute-1.amazonaws.com'
87.226.159.65 'ns2.rostelecom.ru'
162.159.38.27 'gemma.ns.cloudflare.com'
195.166.176.101 'ns2mt.rt.ru'
200.160.7.2 'woq.cert.br'
77.37.255.1 'ns2.ncnet.ru'
54.241.0.203 'ec2-54-241-0-203.us-west-1.compute.amazonaws.com'
34.206.39.153 'ec2-34-206-39-153.compute-1.amazonaws.com'
172.64.34.30 'alexandra.ns.cloudflare.com'
192.99.86.120 'ns2.pr4.com.br'
192.160.255.252 'ns1.clearcable.net'
162.159.38.77 'rosemary.ns.cloudflare.com'
192.141.199.103 '192-141-199-103.dyn.socitel.com.br'
192.71.100.219 'dns2.sp.se'
62.116.159.99 'ns1.iwantmyname.net'
200.203.133.1 'ns.agraria.com.br'
173.245.59.222 'piotr.ns.cloudflare.com'
179.96.84.81 NotFound
61.122.241.177 'ns1.eonet.ne.jp'
177.70.27.154 'ns200.hoteldaweb.com.br'
167.114.34.162 'ns209.hoteldaweb.com.br'
177.74.80.6 'serv1.fokusnet.com.br'
177.74.80.7 'serv2.fokusnet.com.br'
212.7.0.1 'ns.infonet.ee'
212.7.9.34 'ns2.infonet.ee'
155.101.115.10 'ns.utah.edu'
208.80.125.133 'ns3.createsend.com'
208.80.127.133 'ns4.createsend.com'
208.94.149.133 'ns5.createsend.com'
83.230.124.14 'steel.imz.pl'
216.251.225.207 'ns1.navidns.net'
172.64.35.56 'nolan.ns.cloudflare.com'
210.242.140.226 '210-242-140-226.HINET-IP.hinet.net'
50.31.1.17 'ip17.50-31-1.static.steadfastdns.net'
54.245.124.71 'ec2-54-245-124-71.us-west-2.compute.amazonaws.com'
172.104.106.58 'li1716-58.members.linode.com'
35.211.213.68 '68.213.211.35.bc.googleusercontent.com'
200.19.185.66 NotFound
198.161.206.34 NotFound
52.250.59.213 NotFound
200.174.141.6 '200-174-141-6.lecom.com.br'
191.243.196.239 'host.pureteserver.com'
191.243.199.81 NotFound
177.203.206.3 'poseidon.emater.go.gov.br'
217.160.83.21 'ns1021.ui-dns.org'
212.8.245.252 'ns1.zomro.net'
79.124.8.111 NotFound
52.197.2.197 'ec2-52-197-2-197.ap-northeast-1.compute.amazonaws.com'
203.70.43.121 'edm.cayennetech.com.tw'
162.221.200.140 'ns4.esecuredata.com'
94.140.115.105 NotFound
94.140.115.31 NotFound
212.145.4.98 'bcnmsc05d2.vodafone.es'
96.31.76.163 '96-31-76-163.static.hvvc.us'
96.31.76.162 '96-31-76-162.static.hvvc.us'
199.193.113.70 '199-193-113-70.static.hvvc.us'
91.134.232.246 'ip246.ip-91-134-232.eu'
108.162.194.74 'noor.ns.cloudflare.com'
45.6.192.13 '45-6-192-13.housenet.net.br'
162.214.124.5 'srv.meusrv.com'
162.214.124.64 '162-214-124-64.unifiedlayer.com'
192.76.134.30 'p-dns.irz42.net'
186.202.120.131 'pginovacoes.com.br'
217.145.103.249 'ns1.cyconet.org'
95.216.148.1 'ns3.tmt.de'
172.217.172.195 'gru14s14-in-f3.1e100.net'
177.128.197.234 'arquivos.voanet.net.br'
169.57.148.49 '31.94.39a9.ip4.static.sl-reverse.com'
162.221.200.141 'ns5.esecuredata.com'
